Match,Round,Agent_Names,Source,Action_Type,Action_Description,Player_Finished,Player_Hands,Board_Before,Board_After,Possible_Actions,Current_Roles,Match_Score,Game_Score,Game_Performance_Score
1,4,,_RL_RL,DISCARD,C7;Q3;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 8, 8, 10, 11, 11, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q1;J0', 'C5;Q2;J0', 'C5;Q3;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C7;Q3;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'pass']",,,,
1,4,,RANDOM_R0,DISCARD,pass,False,"[0, 0, 0, 0, 0, 3, 5, 6, 7, 8, 9, 9, 9, 11, 11, 11, 11]","[7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,4,,RANDOM_R1,DISCARD,C6;Q4;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 4, 7, 8, 9, 10]","[7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]","['C6;Q3;J0', 'C6;Q4;J0', 'pass']",,,,
1,4,,RANDOM_R2,DISCARD,pass,False,"[0, 0, 0, 0, 0, 3, 6, 7, 7, 8, 8, 8, 9, 9, 10, 11, 11]","[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,4,,_RL_RL,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 8, 8, 10, 11, 11, 11]","[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,4,,RANDOM_R1,DECLARE_PIZZA,,,,,,,,,,
1,5,,RANDOM_R1,DISCARD,C7;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 4, 8, 9, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C1;Q1;J0', 'C3;Q1;J0', 'C4;Q1;J0', 'C4;Q2;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
1,5,,RANDOM_R2,DISCARD,C6;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 3, 7, 7, 8, 8, 8, 9, 9, 10, 11, 11]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C6;Q1;J0', 'pass']",,,,
1,5,,_RL_RL,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 8, 8, 10, 11, 11, 11]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q1;J0', 'C5;Q2;J0', 'C5;Q3;J0', 'pass']",,,,
1,5,,RANDOM_R0,DISCARD,C3;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 9, 9, 9, 11, 11, 11, 11]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C5;Q1;J0', 'pass']",,,,
1,5,,RANDOM_R1,DISCARD,C1;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 8, 9, 10]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C1;Q1;J0', 'pass']",,,,
1,5,,RANDOM_R2,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 3, 7, 7, 8, 8, 8, 9, 9, 10, 11, 11]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,5,,RANDOM_R0,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 9, 9, 9, 11, 11, 11, 11]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,5,,RANDOM_R1,DECLARE_PIZZA,,,,,,,,,,
1,6,,RANDOM_R1,DISCARD,C3;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 8, 9, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C4;Q1;J0', 'C4;Q2;J0', 'C8;Q1;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
1,6,,RANDOM_R2,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 3, 7, 7, 8, 8, 8, 9, 9, 10, 11, 11]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,6,,_RL_RL,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 8, 8, 10, 11, 11, 11]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,6,,RANDOM_R0,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 9, 9, 9, 11, 11, 11, 11]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,6,,RANDOM_R1,DECLARE_PIZZA,,,,,,,,,,
1,7,,RANDOM_R1,DISCARD,C4;Q2;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C4;Q1;J0', 'C4;Q2;J0', 'C8;Q1;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
1,7,,RANDOM_R2,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 3, 7, 7, 8, 8, 8, 9, 9, 10, 11, 11]","[4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,7,,_RL_RL,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 8, 8, 10, 11, 11, 11]","[4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,7,,RANDOM_R0,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 9, 9, 9, 11, 11, 11, 11]","[4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,7,,RANDOM_R1,DECLARE_PIZZA,,,,,,,,,,
1,8,,RANDOM_R1,DISCARD,C10;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C8;Q1;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
1,8,,RANDOM_R2,DISCARD,C7;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 3, 7, 8, 8, 8, 9, 9, 10, 11, 11]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'pass']",,,,
1,8,,_RL_RL,DISCARD,C5;Q3;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 10, 11, 11, 11]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q1;J0', 'C5;Q2;J0', 'C5;Q3;J0', 'pass']",,,,
1,8,,RANDOM_R0,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 9, 9, 9, 11, 11, 11, 11]","[5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,8,,RANDOM_R1,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9]","[5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,8,,RANDOM_R2,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 3, 7, 8, 8, 8, 9, 9, 10, 11, 11]","[5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,8,,_RL_RL,DECLARE_PIZZA,,,,,,,,,,
1,9,,_RL_RL,DISCARD,C11;Q3;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0]","['C8;Q1;J0', 'C8;Q2;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'pass']",,,,
1,9,,RANDOM_R0,DISCARD,C9;Q3;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 11, 11, 11, 11]","[11, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0]","['C9;Q3;J0', 'pass']",,,,
1,9,,RANDOM_R1,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9]","[9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,9,,RANDOM_R2,DISCARD,C8;Q3;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 9, 9, 10, 11, 11]","[9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0]","['C8;Q3;J0', 'pass']",,,,
1,9,,_RL_RL,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 10]","[8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,9,,RANDOM_R0,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 11, 11, 11, 11]","[8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,9,,RANDOM_R2,DECLARE_PIZZA,,,,,,,,,,
1,10,,RANDOM_R2,DISCARD,C7;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 9, 10, 11, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C7;Q1;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
1,10,,_RL_RL,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 10]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,10,,RANDOM_R0,DISCARD,C6;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 8, 11, 11, 11, 11]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q1;J0', 'C6;Q1;J0', 'pass']",,,,
1,10,,RANDOM_R1,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,10,,RANDOM_R2,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 9, 10, 11, 11]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'pass']",,,,
1,10,,RANDOM_R0,DECLARE_PIZZA,,,,,,,,,,
1,11,,RANDOM_R0,DISCARD,C5;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 11, 11, 11, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q1;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'pass']",,,,
1,11,,RANDOM_R1,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,11,,RANDOM_R2,DISCARD,C3;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 10, 11, 11]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'pass']",,,,
1,11,,_RL_RL,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 10]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,11,,RANDOM_R0,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 11, 11, 11, 11]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,11,,RANDOM_R2,DECLARE_PIZZA,,,,,,,,,,
1,12,,RANDOM_R2,DISCARD,C9;Q2;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
1,12,,_RL_RL,DISCARD,C8;Q2;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]","[9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C8;Q2;J0', 'pass']",,,,
1,12,,RANDOM_R0,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 11, 11, 11, 11]","[8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,12,,RANDOM_R1,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9]","[8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,12,,RANDOM_R2,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 11]","[8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,12,,_RL_RL,DECLARE_PIZZA,,,,,,,,,,
1,13,,_RL_RL,DISCARD,C10;Q1;J0,True,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C10;Q1;J0', 'pass']",,,,
1,13,,RANDOM_R0,DISCARD,C7;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 11, 11, 11]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C7;Q1;J0', 'C8;Q1;J0', 'pass']",,,,
1,13,,RANDOM_R1,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,13,,RANDOM_R2,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 11]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
1,13,,RANDOM_R0,DECLARE_PIZZA,,,,,,,,,,
